@relation numericData

@attribute Case_no numeric
@attribute checking_status_no_checking numeric
@attribute checking_status_more_200 numeric
@attribute checking_status_0_and_200 numeric
@attribute checking_status_less_0 numeric
@attribute credit_history_no_credits numeric
@attribute credit_history_existing_paid numeric
@attribute credit_history_delayed_previsoulsy numeric
@attribute credit_history_critical numeric
@attribute credit_history_all_paid numeric
@attribute purpose_retraining numeric
@attribute purpose_repairs numeric
@attribute purpose_radio_tv numeric
@attribute purpose_other numeric
@attribute purpose_furniture_equipment numeric
@attribute prupose_education numeric
@attribute purpose_business numeric
@attribute purpose_used_car numeric
@attribute purpose_new_car numeric
@attribute purpose_domestic_appliance numeric
@attribute credit_amount numeric
@attribute saving_<100 numeric
@attribute saving_no_saving numeric
@attribute saving_500<=X<1000 numeric
@attribute saving_100<=X<500 numeric
@attribute saving_>=1000 numeric
@attribute employment_<1 numeric
@attribute employment_unemployed numeric
@attribute employment_4<=X<7 numeric
@attribute employment_1<=X<4 numeric
@attribute employment>=7 numeric
@attribute male_mar/wid numeric
@attribute male_div/sep numeric
@attribute male_single numeric
@attribute female_div/dep/mar numeric
@attribute age numeric
@attribute unskilled_resident numeric
@attribute high_qualif/self_emp/mgmt numeric
@attribute skilled numeric
@attribute unemp_or_unskilled_non_res numeric
@attribute class_is_bad numeric
@attribute class_is_good numeric

@data
311,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5381,0,1,0,0,0,0,1,0,0,0,0,0,1,0,40,0,0,0,1,0,1
312,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5511,0,0,0,1,0,0,0,0,1,0,0,0,1,0,25,0,0,1,0,0,1
313,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3749,1,0,0,0,0,1,0,0,0,0,0,0,0,1,26,0,0,1,0,0,1
314,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,685,1,0,0,0,0,0,0,1,0,0,1,0,0,0,25,1,0,0,0,1,0
315,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1494,0,1,0,0,0,1,0,0,0,0,0,0,1,0,29,1,0,0,0,0,1
316,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2746,1,0,0,0,0,0,0,0,0,1,0,0,1,0,31,0,0,1,0,1,0
317,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,708,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38,1,0,0,0,0,1
318,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4351,0,1,0,0,0,0,0,0,1,0,0,0,0,1,48,1,0,0,0,0,1
319,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,701,1,0,0,0,0,0,0,0,1,0,0,0,1,0,32,0,0,1,0,0,1
320,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3643,1,0,0,0,0,0,0,0,0,1,0,0,0,1,27,1,0,0,0,0,1
321,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4249,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28,0,1,0,0,1,0
322,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1938,1,0,0,0,0,1,0,0,0,0,0,1,0,0,32,0,0,1,0,1,0
323,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2910,1,0,0,0,0,0,0,1,0,0,0,0,1,0,34,0,1,0,0,0,1
324,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2659,0,0,0,0,1,0,0,0,1,0,0,0,1,0,28,0,0,1,0,0,1
325,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1028,1,0,0,0,0,0,0,0,1,0,0,0,0,1,36,0,0,1,0,0,1
326,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3398,1,0,0,0,0,0,0,1,0,0,0,0,1,0,39,1,0,0,0,0,1
327,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5801,0,1,0,0,0,0,0,0,0,1,0,0,1,0,49,0,0,1,0,0,1
328,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1525,0,0,0,0,1,0,0,1,0,0,0,0,0,1,34,0,0,1,0,0,1
329,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4473,1,0,0,0,0,0,0,0,0,1,0,0,1,0,31,0,0,1,0,0,1
330,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1068,1,0,0,0,0,0,0,0,0,1,0,0,1,0,28,0,0,1,0,0,1
331,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6615,1,0,0,0,0,0,1,0,0,0,0,0,1,0,75,0,1,0,0,0,1
332,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1864,0,0,0,1,0,0,0,0,1,0,0,0,0,1,30,0,0,1,0,1,0
333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7408,0,0,0,1,0,1,0,0,0,0,0,0,0,1,24,0,1,0,0,1,0
334,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11590,0,0,0,1,0,0,0,0,1,0,0,0,0,1,24,1,0,0,0,1,0
335,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4110,1,0,0,0,0,0,0,0,0,1,0,0,1,0,23,0,0,1,0,1,0
336,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3384,1,0,0,0,0,0,0,0,1,0,0,1,0,0,44,0,1,0,0,1,0
337,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2101,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23,1,0,0,0,0,1
338,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1275,0,1,0,0,0,0,0,0,1,0,0,0,0,1,24,0,0,1,0,1,0
339,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4169,1,0,0,0,0,0,0,0,1,0,0,0,1,0,28,0,0,1,0,0,1
340,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1521,1,0,0,0,0,0,0,0,1,0,0,1,0,0,31,1,0,0,0,0,1
341,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5743,1,0,0,0,0,1,0,0,0,0,0,0,0,1,24,0,0,1,0,0,1
342,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3599,1,0,0,0,0,0,0,1,0,0,0,0,0,1,26,1,0,0,0,0,1
343,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3213,0,0,1,0,0,1,0,0,0,0,1,0,0,0,25,0,0,1,0,0,1
344,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4439,1,0,0,0,0,0,0,0,0,1,0,0,1,0,33,0,1,0,0,0,1
345,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3949,1,0,0,0,0,1,0,0,0,0,0,0,1,0,37,1,0,0,0,0,1
346,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1459,1,0,0,0,0,0,0,0,1,0,0,0,0,1,43,1,0,0,0,0,1
347,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,882,1,0,0,0,0,1,0,0,0,0,0,0,1,0,23,0,0,1,0,0,1
348,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3758,0,0,1,0,0,0,1,0,0,0,0,0,0,1,23,0,0,0,1,0,1
349,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1743,0,0,0,1,0,0,0,0,1,0,0,0,1,0,34,1,0,0,0,0,1
350,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1136,0,0,0,0,1,0,0,0,0,1,0,0,1,0,32,0,0,1,0,1,0
351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1236,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23,0,0,1,0,0,1
352,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,959,1,0,0,0,0,0,0,0,1,0,0,0,0,1,29,0,0,1,0,1,0
353,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3229,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,0,0,1
354,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6199,1,0,0,0,0,0,0,0,1,0,0,0,1,0,28,0,0,1,0,1,0
355,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,727,0,0,1,0,0,0,0,0,0,1,0,0,1,0,46,0,0,1,0,0,1
356,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1246,1,0,0,0,0,1,0,0,0,0,0,0,1,0,23,1,0,0,0,1,0
357,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2331,0,1,0,0,0,0,0,0,0,1,0,0,1,0,49,0,0,1,0,0,1
358,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4463,1,0,0,0,0,0,0,0,1,0,0,0,1,0,26,0,1,0,0,1,0
359,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,776,1,0,0,0,0,0,0,0,1,0,1,0,0,0,28,0,0,1,0,0,1
360,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2406,1,0,0,0,0,0,0,1,0,0,0,0,0,1,23,0,0,1,0,1,0
361,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1239,0,1,0,0,0,0,0,0,1,0,0,0,1,0,61,0,0,1,0,0,1
362,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3399,0,1,0,0,0,0,0,0,0,1,0,0,1,0,37,0,1,0,0,0,1
363,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2247,1,0,0,0,0,0,0,0,1,0,0,0,0,1,36,0,0,1,0,0,1
364,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1766,1,0,0,0,0,0,0,0,1,0,1,0,0,0,21,0,0,1,0,0,1
365,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2473,1,0,0,0,0,0,1,0,0,0,0,0,1,0,25,0,0,0,1,1,0
366,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1542,1,0,0,0,0,0,0,1,0,0,0,0,1,0,36,0,0,1,0,0,1
367,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3850,1,0,0,0,0,0,0,1,0,0,0,0,1,0,27,0,0,1,0,0,1
368,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3650,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22,0,0,1,0,0,1
369,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3446,1,0,0,0,0,0,0,0,0,1,0,0,1,0,42,0,0,1,0,1,0
370,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3001,1,0,0,0,0,0,0,1,0,0,0,0,0,1,40,0,0,1,0,0,1
371,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3079,0,1,0,0,0,0,0,0,1,0,0,0,1,0,36,0,0,1,0,0,1
372,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6070,1,0,0,0,0,0,0,0,0,1,0,0,1,0,33,0,0,1,0,0,1
373,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2146,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23,0,0,1,0,0,1
374,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13756,0,1,0,0,0,0,0,0,0,1,0,0,1,0,63,0,1,0,0,0,1
375,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14782,0,0,0,1,0,0,0,0,0,1,0,0,0,1,60,0,1,0,0,1,0
376,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7685,1,0,0,0,0,0,0,1,0,0,0,0,0,1,37,0,0,1,0,1,0
377,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2320,1,0,0,0,0,0,1,0,0,0,1,0,0,0,34,0,0,1,0,0,1
378,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,846,0,1,0,0,0,0,0,0,0,1,0,0,1,0,36,0,0,1,0,0,1
379,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14318,1,0,0,0,0,0,0,0,0,1,0,0,1,0,57,0,1,0,0,1,0
380,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,362,0,0,0,1,0,0,0,0,1,0,0,0,0,1,52,1,0,0,0,0,1
381,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2212,0,1,0,0,0,0,0,1,0,0,0,0,1,0,39,0,0,1,0,0,1
382,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12976,1,0,0,0,0,0,1,0,0,0,0,0,0,1,38,0,1,0,0,1,0
383,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1283,0,1,0,0,0,0,0,1,0,0,0,0,0,1,25,0,0,1,0,0,1
384,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1330,1,0,0,0,0,1,0,0,0,0,0,0,1,0,26,0,0,1,0,0,1
385,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4272,0,0,0,1,0,0,0,0,1,0,0,0,1,0,26,1,0,0,0,0,1
386,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2238,1,0,0,0,0,0,0,0,1,0,0,0,0,1,25,0,0,1,0,0,1
387,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1126,0,1,0,0,0,1,0,0,0,0,0,0,0,1,21,0,0,1,0,0,1
388,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7374,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0,1,0,0,0,1
389,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2326,0,0,1,0,0,0,0,0,1,0,0,0,1,0,27,0,0,1,0,0,1
390,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1449,1,0,0,0,0,0,0,1,0,0,0,0,0,1,27,0,0,1,0,0,1
391,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1820,1,0,0,0,0,0,0,0,1,0,1,0,0,0,30,0,1,0,0,0,1
392,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,983,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19,1,0,0,0,0,1
393,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3249,1,0,0,0,0,0,0,1,0,0,0,0,1,0,39,0,1,0,0,0,1
394,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1957,1,0,0,0,0,0,0,1,0,0,0,0,0,1,31,0,0,1,0,0,1
395,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2406,1,0,0,0,0,0,1,0,0,0,0,0,1,0,31,0,1,0,0,0,1
396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11760,0,0,0,1,0,0,0,1,0,0,0,0,1,0,32,0,0,1,0,0,1
397,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2578,1,0,0,0,0,0,1,0,0,0,0,0,0,1,55,0,1,0,0,0,1
398,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2348,1,0,0,0,0,0,0,0,1,0,1,0,0,0,46,0,0,1,0,0,1
399,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1223,1,0,0,0,0,0,0,0,0,1,0,1,0,0,46,0,0,1,0,1,0
400,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1516,0,0,0,0,1,0,0,0,1,0,0,0,0,1,43,1,0,0,0,0,1
401,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1473,1,0,0,0,0,1,0,0,0,0,1,0,0,0,39,0,0,1,0,0,1
402,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1887,0,1,0,0,0,0,0,0,1,0,1,0,0,0,28,0,0,1,0,0,1
403,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8648,1,0,0,0,0,1,0,0,0,0,0,0,1,0,27,0,0,1,0,1,0
404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,802,1,0,0,0,0,0,0,0,1,0,0,0,1,0,27,1,0,0,0,0,1
405,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2899,0,1,0,0,0,0,0,0,0,1,0,0,1,0,43,0,0,1,0,0,1
406,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2039,1,0,0,0,0,1,0,0,0,0,1,0,0,0,22,0,0,1,0,1,0
407,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2197,0,1,0,0,0,0,0,1,0,0,0,0,1,0,43,0,0,1,0,0,1
408,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1053,1,0,0,0,0,1,0,0,0,0,1,0,0,0,27,0,0,1,0,0,1
409,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3235,0,0,1,0,0,0,0,0,0,1,0,1,0,0,26,0,1,0,0,0,1
410,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,939,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28,0,0,1,0,1,0
411,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1967,1,0,0,0,0,0,0,0,0,1,0,0,0,1,20,0,0,1,0,0,1
412,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7253,1,0,0,0,0,0,0,1,0,0,0,0,1,0,35,0,1,0,0,0,1
413,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2292,1,0,0,0,0,0,1,0,0,0,0,0,1,0,42,0,1,0,0,1,0
414,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1597,0,0,1,0,0,0,0,0,1,0,0,0,1,0,40,1,0,0,0,0,1
415,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1381,0,1,0,0,0,0,0,0,1,0,0,0,0,1,35,0,0,1,0,1,0
416,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5842,1,0,0,0,0,0,0,0,0,1,0,0,1,0,35,0,0,1,0,0,1
417,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2579,1,0,0,0,0,1,0,0,0,0,0,0,1,0,33,1,0,0,0,1,0
418,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8471,0,1,0,0,0,0,0,0,1,0,0,0,0,1,23,0,0,1,0,0,1
419,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2782,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31,0,1,0,0,0,1
420,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1042,0,1,0,0,0,0,0,0,1,0,0,0,0,1,33,0,0,1,0,1,0
421,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3186,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,0,0,1,0,0,1
422,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2028,0,1,0,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,0,0,1
423,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,958,1,0,0,0,0,0,0,1,0,0,0,0,1,0,47,1,0,0,0,0,1
424,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1591,0,0,0,1,0,0,0,1,0,0,0,0,1,0,34,0,1,0,0,0,1
425,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2762,0,1,0,0,0,0,0,0,0,1,0,0,0,1,25,0,0,1,0,1,0
426,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2779,1,0,0,0,0,0,0,0,1,0,1,0,0,0,21,0,0,1,0,0,1
427,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2743,1,0,0,0,0,0,0,0,0,1,0,0,1,0,29,0,0,1,0,0,1
428,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1149,0,0,0,0,1,0,0,0,1,0,0,0,1,0,46,0,0,1,0,0,1
429,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1313,1,0,0,0,0,0,0,0,0,1,0,0,1,0,20,0,0,1,0,0,1
430,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1190,1,0,0,0,0,0,1,0,0,0,0,0,0,1,55,0,0,0,1,1,0
431,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3448,1,0,0,0,0,0,0,1,0,0,0,0,1,0,74,1,0,0,0,0,1
433,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1872,1,0,0,0,0,0,1,0,0,0,0,0,1,0,36,0,1,0,0,0,1
434,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2058,1,0,0,0,0,0,0,0,1,0,0,1,0,0,33,0,0,1,0,0,1
435,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2136,1,0,0,0,0,0,0,0,1,0,0,0,1,0,25,0,0,1,0,0,1
436,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1484,0,1,0,0,0,0,0,0,1,0,1,0,0,0,25,0,0,1,0,1,0
437,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,660,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23,1,0,0,0,0,1
438,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1287,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37,0,0,1,0,0,1
439,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3394,1,0,0,0,0,0,1,0,0,0,0,0,1,0,65,0,0,0,1,0,1
440,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,609,1,0,0,0,0,1,0,0,0,0,0,0,0,1,26,0,0,0,1,1,0
441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1884,1,0,0,0,0,0,0,0,0,1,0,0,1,0,39,0,1,0,0,0,1
442,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1620,1,0,0,0,0,0,0,0,1,0,0,0,0,1,30,0,0,1,0,0,1
443,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2629,1,0,0,0,0,0,0,0,1,0,0,0,1,0,29,0,0,1,0,0,1
445,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5096,1,0,0,0,0,0,0,0,1,0,0,0,0,1,30,0,1,0,0,1,0
446,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1244,0,1,0,0,0,0,0,0,0,1,0,0,0,1,41,1,0,0,0,0,1
447,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1842,1,0,0,0,0,1,0,0,0,0,0,0,0,1,34,0,0,1,0,1,0
448,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2576,1,0,0,0,0,0,0,0,1,0,0,0,1,0,35,0,0,1,0,0,1
449,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1424,0,1,0,0,0,0,0,0,0,1,0,0,0,1,55,0,1,0,0,0,1
450,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1512,0,0,0,0,1,0,0,0,1,0,1,0,0,0,61,0,0,1,0,1,0
451,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11054,0,1,0,0,0,0,0,0,1,0,0,0,1,0,30,0,1,0,0,0,1
453,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2759,1,0,0,0,0,0,0,0,0,1,0,0,1,0,34,0,0,1,0,0,1
454,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2670,1,0,0,0,0,0,0,0,0,1,0,0,1,0,35,0,1,0,0,0,1
455,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4817,1,0,0,0,0,0,0,1,0,0,0,0,1,0,31,0,0,1,0,1,0
456,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2679,1,0,0,0,0,1,0,0,0,0,0,0,0,1,29,0,1,0,0,0,1
457,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3905,1,0,0,0,0,0,0,0,1,0,0,0,1,0,36,0,0,1,0,0,1
458,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3386,1,0,0,0,0,0,0,0,0,1,0,0,1,0,35,0,0,1,0,1,0
459,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,343,1,0,0,0,0,1,0,0,0,0,0,0,0,1,27,0,0,1,0,0,1
460,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4594,1,0,0,0,0,1,0,0,0,0,0,0,1,0,32,0,0,1,0,0,1
461,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3620,1,0,0,0,0,0,0,0,1,0,0,0,1,0,37,0,0,1,0,0,1
462,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1721,1,0,0,0,0,1,0,0,0,0,0,0,1,0,36,0,0,1,0,0,1
463,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3017,1,0,0,0,0,1,0,0,0,0,0,0,0,1,34,0,1,0,0,0,1
464,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,754,0,1,0,0,0,0,0,0,0,1,0,0,1,0,38,0,0,1,0,0,1
465,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1950,1,0,0,0,0,0,0,1,0,0,0,0,1,0,34,0,0,1,0,0,1
466,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2924,1,0,0,0,0,0,0,0,1,0,0,0,1,0,63,0,0,1,0,0,1
467,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1659,1,0,0,0,0,1,0,0,0,0,0,0,0,1,29,1,0,0,0,1,0
468,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7238,0,1,0,0,0,0,0,0,0,1,0,0,1,0,32,0,0,1,0,0,1
469,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2764,1,0,0,0,0,0,0,0,1,0,0,0,0,1,26,0,0,1,0,0,1
